사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Sep,수인선,343,야목,2 ,0 ,65 ,10 ,134 ,110 ,215 ,153 ,243 ,185 ,210 ,146 ,257 ,183 ,274 ,210 ,322 ,267 ,294 ,226 ,303 ,269 ,325 ,300 ,326 ,314 ,322 ,323 ,288 ,318 ,134 ,254 ,89 ,148 ,52 ,185 ,29 ,140 ,23 ,104 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,344,사리,7 ,7 ,871 ,47 ,2831 ,400 ,5704 ,821 ,5322 ,1318 ,3220 ,876 ,3127 ,1098 ,3205 ,1299 ,3313 ,1754 ,3522 ,2167 ,2940 ,2191 ,2890 ,3149 ,2763 ,3953 ,2793 ,4055 ,2495 ,7486 ,1709 ,5372 ,1117 ,3592 ,899 ,3490 ,704 ,2860 ,293 ,2004 ,7 ,218 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,345,달월,0 ,0 ,5 ,66 ,36 ,147 ,116 ,121 ,86 ,309 ,78 ,88 ,75 ,104 ,98 ,101 ,90 ,74 ,99 ,120 ,107 ,80 ,140 ,55 ,173 ,80 ,513 ,64 ,301 ,91 ,104 ,55 ,30 ,24 ,20 ,21 ,11 ,19 ,12 ,18 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,346,월곶,5 ,0 ,1023 ,355 ,3148 ,1372 ,8227 ,2079 ,6314 ,2737 ,3328 ,2423 ,2424 ,1939 ,2487 ,2397 ,2698 ,2507 ,3075 ,2620 ,3009 ,2647 ,2918 ,2950 ,3476 ,3264 ,3797 ,4816 ,3727 ,7181 ,2748 ,4870 ,1948 ,3231 ,2025 ,3344 ,1233 ,2318 ,604 ,1359 ,2 ,252 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,347,소래포구,13 ,1 ,1992 ,358 ,5103 ,2052 ,12530 ,3311 ,9058 ,5966 ,4932 ,5158 ,4838 ,6457 ,5854 ,11155 ,7945 ,13589 ,10306 ,11915 ,12464 ,11091 ,13530 ,10314 ,12698 ,9170 ,10522 ,9674 ,9282 ,12470 ,5690 ,8980 ,4539 ,5512 ,4135 ,5122 ,3051 ,3381 ,1490 ,2374 ,37 ,512 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,348,인천논현,4 ,0 ,1693 ,599 ,5030 ,3580 ,11348 ,7008 ,10507 ,12021 ,5586 ,7105 ,5109 ,5186 ,5381 ,5252 ,5835 ,5509 ,5631 ,6434 ,6062 ,6244 ,6349 ,6597 ,7038 ,7547 ,9250 ,10528 ,11014 ,14314 ,6470 ,9502 ,5752 ,6191 ,5734 ,5286 ,3476 ,3721 ,1792 ,2345 ,35 ,586 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,349,호구포,2 ,0 ,1226 ,711 ,2749 ,4261 ,5452 ,15133 ,6014 ,15315 ,3308 ,3094 ,2766 ,1782 ,2893 ,2004 ,3337 ,2219 ,3039 ,2402 ,3295 ,2606 ,3565 ,2843 ,4157 ,3549 ,10354 ,4566 ,13031 ,5759 ,4067 ,4847 ,4751 ,3025 ,3378 ,2837 ,1264 ,1836 ,605 ,1467 ,23 ,282 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,350,남동인더스파크,0 ,0 ,345 ,742 ,648 ,3095 ,890 ,15202 ,1740 ,17157 ,1322 ,3279 ,1252 ,1401 ,1377 ,1280 ,1611 ,1367 ,1679 ,1224 ,1977 ,1596 ,2829 ,1013 ,2810 ,1106 ,10038 ,1083 ,11668 ,1283 ,3972 ,2023 ,3347 ,1030 ,2116 ,605 ,498 ,348 ,301 ,254 ,6 ,41 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,351,원인재,40 ,18 ,2418 ,581 ,5446 ,1961 ,11699 ,4240 ,12380 ,6305 ,6529 ,3403 ,4924 ,3352 ,4593 ,3726 ,4924 ,4293 ,5201 ,4494 ,4738 ,4859 ,4794 ,5413 ,5186 ,6482 ,5813 ,8679 ,6256 ,13086 ,3883 ,9236 ,3133 ,6674 ,3024 ,6649 ,1980 ,4449 ,1165 ,2980 ,86 ,557 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,352,연수,1 ,0 ,1877 ,803 ,5140 ,2125 ,12172 ,3927 ,10315 ,8550 ,5068 ,4874 ,4351 ,3686 ,4876 ,3662 ,4863 ,4464 ,5028 ,4717 ,4976 ,4738 ,5265 ,5117 ,5913 ,6219 ,6400 ,8869 ,7747 ,12811 ,4775 ,8543 ,3683 ,6002 ,4076 ,5333 ,2865 ,3352 ,1800 ,2359 ,69 ,572 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,353,송도,1 ,0 ,1605 ,240 ,3175 ,975 ,7898 ,1791 ,7864 ,2493 ,3223 ,2052 ,2593 ,2119 ,2821 ,2460 ,3267 ,2609 ,3417 ,2492 ,3094 ,2722 ,3144 ,2987 ,3054 ,4062 ,3413 ,4884 ,3178 ,6872 ,2120 ,4791 ,1362 ,2950 ,1201 ,2894 ,759 ,2158 ,361 ,1342 ,7 ,371 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,354,인하대,11 ,2 ,2386 ,358 ,7409 ,2269 ,18421 ,3702 ,13275 ,8283 ,5869 ,4591 ,4959 ,3430 ,5098 ,3578 ,5741 ,4742 ,5694 ,4752 ,5641 ,5176 ,6218 ,5673 ,7281 ,7158 ,7658 ,10800 ,9302 ,16814 ,4845 ,9657 ,3690 ,7056 ,3526 ,6795 ,2593 ,4752 ,1423 ,2696 ,31 ,830 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,355,숭의,9 ,1 ,2741 ,642 ,4458 ,2313 ,9921 ,7172 ,7758 ,9582 ,4748 ,3826 ,4070 ,3068 ,4054 ,2942 ,4377 ,3275 ,4361 ,4016 ,4207 ,3822 ,4604 ,3719 ,5159 ,4790 ,7891 ,5852 ,8232 ,8531 ,3539 ,4875 ,2091 ,3528 ,1739 ,3976 ,1170 ,2475 ,707 ,1356 ,5 ,387 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,356,신포,4 ,0 ,1012 ,195 ,1080 ,812 ,2374 ,2516 ,2196 ,6701 ,1351 ,2266 ,1183 ,1844 ,1432 ,2156 ,1688 ,2142 ,2109 ,2260 ,2022 ,1983 ,2574 ,2187 ,3406 ,2449 ,3703 ,2733 ,5601 ,3423 ,2236 ,1904 ,1878 ,1245 ,1437 ,1086 ,761 ,996 ,400 ,468 ,2 ,150 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,357,인천,58 ,3 ,544 ,132 ,819 ,972 ,1758 ,2247 ,1428 ,3241 ,1121 ,1239 ,1017 ,1775 ,1271 ,2643 ,1428 ,3177 ,1743 ,3185 ,1804 ,3324 ,1942 ,3946 ,2781 ,3304 ,3041 ,2964 ,1929 ,3275 ,1325 ,2485 ,995 ,1593 ,816 ,1399 ,404 ,1153 ,105 ,676 ,1 ,167 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,238,판교,12 ,1 ,608 ,18 ,1304 ,5208 ,3612 ,9313 ,2712 ,20480 ,1521 ,14449 ,1430 ,5828 ,2045 ,4136 ,2278 ,3032 ,2450 ,3203 ,3143 ,2648 ,5332 ,2672 ,5465 ,3052 ,10241 ,4167 ,17141 ,3699 ,11561 ,3002 ,10354 ,1255 ,6777 ,1031 ,2651 ,665 ,932 ,432 ,1 ,137 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,239,이매,11 ,0 ,509 ,23 ,1306 ,685 ,3441 ,1427 ,2539 ,2220 ,1214 ,1123 ,921 ,585 ,889 ,707 ,918 ,747 ,927 ,818 ,980 ,844 ,1120 ,924 ,1261 ,1182 ,1772 ,1765 ,1881 ,2126 ,976 ,1966 ,857 ,868 ,793 ,763 ,651 ,500 ,265 ,205 ,10 ,54 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,240,삼동,0 ,0 ,834 ,93 ,2852 ,678 ,9238 ,1807 ,10914 ,1944 ,4643 ,975 ,2610 ,755 ,1739 ,1055 ,1922 ,1170 ,2017 ,1322 ,1543 ,1786 ,1525 ,1881 ,1604 ,2918 ,2412 ,4408 ,2607 ,7169 ,1280 ,6728 ,784 ,3839 ,569 ,3503 ,266 ,2164 ,80 ,821 ,1 ,27 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,241,경기광주,0 ,0 ,1887 ,312 ,10149 ,2192 ,28026 ,3993 ,27538 ,6978 ,13217 ,3371 ,7915 ,2923 ,6937 ,3543 ,7031 ,4065 ,6567 ,5014 ,5732 ,5119 ,5585 ,6883 ,6825 ,8853 ,7766 ,13546 ,7009 ,24581 ,3942 ,22393 ,2640 ,12641 ,2330 ,10532 ,1150 ,5598 ,376 ,3843 ,0 ,46 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,242,초월,1 ,0 ,1139 ,87 ,3974 ,799 ,10175 ,3226 ,10747 ,4690 ,5357 ,1575 ,3071 ,1395 ,2966 ,1488 ,2764 ,1666 ,2678 ,1928 ,2416 ,2053 ,2397 ,2589 ,3296 ,3523 ,4148 ,4251 ,4523 ,9181 ,2080 ,7613 ,1314 ,6887 ,1111 ,3911 ,450 ,3272 ,166 ,2245 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,243,곤지암,0 ,0 ,611 ,111 ,1672 ,1308 ,5294 ,4374 ,4627 ,4371 ,2917 ,2163 ,1959 ,1564 ,2076 ,1614 ,2229 ,2015 ,2209 ,1988 ,2272 ,1920 ,2471 ,2318 ,2983 ,2646 ,5191 ,3538 ,5095 ,4646 ,2108 ,5099 ,1307 ,2669 ,785 ,2713 ,342 ,1749 ,115 ,1167 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,244,신둔도예촌,0 ,0 ,481 ,123 ,1378 ,390 ,3609 ,1476 ,2549 ,2637 ,1485 ,1027 ,1276 ,618 ,1073 ,775 ,1169 ,1038 ,1103 ,954 ,995 ,854 ,978 ,964 ,1436 ,1334 ,2573 ,1734 ,2530 ,2196 ,961 ,2870 ,665 ,1639 ,621 ,1550 ,198 ,1130 ,78 ,729 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,245,이천,10 ,0 ,617 ,36 ,1715 ,1031 ,4921 ,4155 ,4082 ,5596 ,2949 ,3614 ,2659 ,2142 ,2712 ,2843 ,2761 ,2756 ,2856 ,2769 ,2691 ,2640 ,3025 ,2949 ,3808 ,3233 ,4457 ,4079 ,5684 ,5420 ,3108 ,4446 ,2426 ,3870 ,1940 ,2152 ,785 ,2430 ,310 ,963 ,0 ,247 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,246,부발,2 ,0 ,707 ,37 ,1476 ,1254 ,3283 ,2709 ,3030 ,5245 ,2045 ,1453 ,1619 ,1314 ,1840 ,1354 ,2359 ,1450 ,1836 ,1608 ,2184 ,1346 ,2666 ,1505 ,2940 ,1812 ,4658 ,2666 ,4953 ,2954 ,1959 ,3654 ,1765 ,2329 ,1236 ,2504 ,587 ,1825 ,249 ,1597 ,8 ,717 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,247,세종대왕릉,0 ,0 ,151 ,6 ,369 ,83 ,689 ,507 ,549 ,562 ,413 ,340 ,367 ,314 ,349 ,416 ,347 ,466 ,359 ,314 ,423 ,459 ,436 ,400 ,507 ,425 ,588 ,512 ,577 ,456 ,279 ,556 ,129 ,365 ,71 ,303 ,37 ,151 ,9 ,168 ,3 ,55 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경강선,248,여주,5 ,0 ,847 ,4 ,2216 ,423 ,3687 ,1974 ,3137 ,2257 ,2169 ,2370 ,2135 ,1881 ,2155 ,2474 ,2194 ,2918 ,2473 ,2559 ,2904 ,2468 ,3177 ,2367 ,3516 ,3026 ,3264 ,3155 ,2432 ,3404 ,2426 ,4716 ,1498 ,3049 ,1034 ,1641 ,449 ,1606 ,104 ,1548 ,0 ,616 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,385,방화,9 ,0 ,4158 ,6 ,9090 ,3283 ,23801 ,4148 ,20399 ,11428 ,10733 ,6302 ,7589 ,4740 ,7156 ,4848 ,7893 ,5903 ,7737 ,6121 ,7289 ,6333 ,7476 ,7659 ,8793 ,8393 ,8597 ,10047 ,8815 ,16810 ,4165 ,17463 ,3016 ,10017 ,2649 ,8562 ,1680 ,6988 ,491 ,3974 ,0 ,770 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,386,개화산,4 ,0 ,3224 ,276 ,5765 ,4557 ,16890 ,4564 ,15493 ,9542 ,7960 ,4975 ,5443 ,4321 ,5186 ,4185 ,5594 ,4598 ,5592 ,4579 ,5323 ,4989 ,5580 ,5911 ,6560 ,6327 ,7941 ,7250 ,9022 ,12184 ,4259 ,12745 ,2815 ,6842 ,2324 ,6147 ,1673 ,5255 ,424 ,2830 ,2 ,566 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,387,김포공항,3 ,0 ,318 ,1350 ,1482 ,6173 ,3967 ,10302 ,4530 ,13325 ,5302 ,9858 ,5403 ,8567 ,6580 ,9704 ,6635 ,11269 ,8676 ,11892 ,9755 ,10822 ,10782 ,10183 ,10796 ,11023 ,14849 ,12001 ,18498 ,11430 ,13261 ,7240 ,10226 ,3219 ,10341 ,1781 ,7694 ,918 ,848 ,467 ,17 ,88 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,388,송정,23 ,0 ,3550 ,1224 ,6912 ,4000 ,17375 ,6564 ,18144 ,11532 ,11464 ,6961 ,8689 ,5889 ,7787 ,6152 ,7686 ,6722 ,8130 ,6570 ,7671 ,7014 ,7703 ,8456 ,8422 ,8783 ,10347 ,10852 ,11959 ,15970 ,6472 ,13512 ,4625 ,8292 ,4081 ,7445 ,2720 ,5740 ,1028 ,3365 ,5 ,298 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,389,마곡,0 ,0 ,1846 ,1535 ,5362 ,4248 ,17696 ,8988 ,17322 ,30328 ,9364 ,20468 ,7655 ,9107 ,7426 ,6848 ,7082 ,7032 ,7921 ,8424 ,8803 ,7972 ,10244 ,7776 ,12967 ,8698 ,17854 ,9742 ,25420 ,16003 ,11451 ,13358 ,6988 ,6855 ,5578 ,5727 ,3624 ,4956 ,1260 ,2782 ,11 ,331 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,390,발산,2 ,0 ,2867 ,2154 ,7527 ,13251 ,20901 ,26157 ,22014 ,81244 ,13432 ,42536 ,12395 ,19345 ,14547 ,16941 ,16292 ,17982 ,17153 ,19401 ,19283 ,18083 ,24344 ,16981 ,29511 ,18165 ,43950 ,21660 ,61638 ,32538 ,29539 ,25338 ,20516 ,12865 ,21163 ,10292 ,13436 ,7204 ,4272 ,4083 ,5 ,639 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,391,우장산,5 ,0 ,5027 ,671 ,16906 ,3704 ,45642 ,12950 ,45256 ,17694 ,22554 ,11394 ,15471 ,9991 ,15071 ,10760 ,15474 ,11481 ,16349 ,13797 ,15058 ,14680 ,17676 ,16809 ,17412 ,19785 ,17173 ,24206 ,16055 ,44699 ,9385 ,36332 ,6903 ,19398 ,5925 ,16409 ,4359 ,13660 ,1215 ,7575 ,5 ,448 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,392,화곡,55 ,0 ,19219 ,1355 ,34186 ,9080 ,98213 ,12655 ,121833 ,24150 ,56020 ,20057 ,33804 ,15104 ,28811 ,15778 ,29132 ,18073 ,28372 ,20075 ,24871 ,22876 ,24458 ,28536 ,25942 ,36886 ,29048 ,53269 ,30516 ,98510 ,18569 ,79731 ,13342 ,45563 ,11300 ,39064 ,7849 ,30555 ,2699 ,16920 ,5 ,1036 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,393,까치산,64 ,0 ,22118 ,1318 ,37043 ,7944 ,108410 ,9946 ,130666 ,19497 ,63908 ,16360 ,35660 ,15642 ,30586 ,17259 ,31100 ,20341 ,30719 ,22529 ,26647 ,26970 ,25170 ,35473 ,25520 ,42254 ,25420 ,57105 ,26568 ,106971 ,17249 ,88601 ,13411 ,53243 ,11385 ,47092 ,8433 ,34260 ,3225 ,19094 ,8 ,1105 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,394,신정(은행정),55 ,0 ,10526 ,663 ,20132 ,3595 ,57070 ,6516 ,68700 ,11663 ,30184 ,7010 ,14763 ,6079 ,12133 ,6360 ,12355 ,7356 ,12005 ,8332 ,10450 ,9518 ,9549 ,13234 ,10859 ,15515 ,11919 ,22573 ,13100 ,40571 ,7005 ,32161 ,4734 ,18252 ,3688 ,17907 ,3117 ,12939 ,938 ,8278 ,1 ,121 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,395,목동,1 ,0 ,7222 ,1102 ,17612 ,5463 ,50762 ,11604 ,60009 ,25188 ,27608 ,18301 ,17365 ,12773 ,16410 ,11884 ,16717 ,12967 ,16741 ,16093 ,16175 ,15970 ,16511 ,19485 ,17981 ,24886 ,21515 ,36692 ,24551 ,68017 ,13380 ,49623 ,10765 ,26006 ,10184 ,22824 ,9112 ,17325 ,2518 ,9440 ,1 ,167 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,396,오목교(목동운동장앞),1 ,0 ,3772 ,1437 ,12050 ,7019 ,39752 ,23270 ,44051 ,63563 ,22312 ,48728 ,16172 ,25332 ,17488 ,22917 ,20106 ,22795 ,20658 ,25413 ,22018 ,25106 ,25185 ,25173 ,29781 ,28752 ,38711 ,39332 ,58540 ,62401 ,32377 ,42665 ,32855 ,19473 ,23157 ,16935 ,17568 ,12789 ,4592 ,7627 ,0 ,75 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,397,양평,0 ,0 ,1652 ,782 ,5372 ,3398 ,17911 ,7911 ,19810 ,33209 ,8396 ,13988 ,5404 ,5859 ,5218 ,4355 ,5670 ,4215 ,5871 ,4924 ,5774 ,4905 ,6328 ,5619 ,7370 ,6176 ,12838 ,9361 ,28066 ,17932 ,9035 ,13124 ,4952 ,6519 ,4102 ,6383 ,2665 ,4791 ,933 ,2859 ,0 ,35 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,398,영등포구청,4 ,0 ,892 ,431 ,1710 ,1847 ,6122 ,4785 ,8863 ,19085 ,4145 ,9026 ,3012 ,4084 ,3344 ,3286 ,3247 ,3138 ,3676 ,3650 ,3669 ,3412 ,4283 ,3554 ,4891 ,3594 ,7668 ,5058 ,16444 ,8635 ,6383 ,5472 ,3398 ,3076 ,3072 ,2759 ,1934 ,1898 ,806 ,1217 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,399,영등포시장,4 ,0 ,2098 ,903 ,4681 ,4974 ,14739 ,11554 ,19905 ,31361 ,9806 ,16609 ,6994 ,10370 ,7708 ,9265 ,8421 ,9037 ,9291 ,10528 ,9273 ,9881 ,10684 ,9928 ,12688 ,9495 ,18002 ,12411 ,28182 ,20130 ,12514 ,12775 ,8040 ,7402 ,6786 ,6830 ,4563 ,5118 ,1493 ,2989 ,1 ,26 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,400,신길,61 ,1 ,1470 ,472 ,2883 ,2082 ,10176 ,4137 ,14210 ,12711 ,5552 ,6403 ,2717 ,2104 ,2484 ,2142 ,2812 ,2464 ,2991 ,2737 ,2720 ,2759 ,2889 ,3139 ,3518 ,3791 ,5419 ,6856 ,11135 ,12821 ,4293 ,7935 ,2421 ,5212 ,2502 ,5249 ,1641 ,3779 ,727 ,2252 ,0 ,61 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,401,여의도,3 ,0 ,1756 ,2057 ,3416 ,21169 ,7276 ,112468 ,10764 ,170574 ,9025 ,61937 ,8711 ,19354 ,12593 ,16481 ,12059 ,15772 ,15144 ,17026 ,17974 ,13900 ,24106 ,12682 ,32983 ,12863 ,99057 ,15912 ,135308 ,20954 ,48042 ,11771 ,31637 ,6486 ,27816 ,5479 ,14252 ,3745 ,3721 ,2112 ,2 ,1563 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,402,여의나루,6 ,0 ,927 ,1076 ,2220 ,6704 ,4010 ,24279 ,5852 ,44588 ,3614 ,11529 ,2884 ,4237 ,4043 ,4602 ,4004 ,4706 ,4376 ,6478 ,6057 ,7608 ,8322 ,7964 ,11366 ,8563 ,22828 ,10194 ,39018 ,12083 ,17080 ,9476 ,12893 ,6173 ,12680 ,4544 ,10583 ,2632 ,3848 ,1345 ,4 ,305 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,403,마포,19 ,0 ,2047 ,1387 ,6575 ,8198 ,19934 ,21431 ,25828 ,62787 ,13610 ,31689 ,9746 ,13876 ,10075 ,11600 ,10838 ,10702 ,12642 ,11404 ,12775 ,10664 ,14352 ,11253 ,17418 ,12820 ,29063 ,18472 ,51685 ,31360 ,20407 ,20003 ,14455 ,10389 ,15045 ,8337 ,8651 ,6221 ,2831 ,3733 ,3 ,579 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,404,공덕,7 ,0 ,1658 ,799 ,4517 ,5790 ,16166 ,27125 ,21328 ,68811 ,10825 ,37402 ,7945 ,12476 ,9635 ,10430 ,10561 ,10130 ,11662 ,10763 ,11971 ,10512 ,13433 ,10749 ,17586 ,11865 ,31039 ,18067 ,56496 ,31268 ,22849 ,17920 ,15649 ,8658 ,14606 ,7527 ,8660 ,5464 ,3345 ,3560 ,13 ,312 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,405,애오개,3 ,0 ,1981 ,624 ,4460 ,3103 ,14818 ,8307 ,18679 ,25916 ,9319 ,10281 ,6256 ,5111 ,6133 ,4727 ,6062 ,4984 ,6696 ,5769 ,6977 ,5924 ,8067 ,6651 ,7532 ,6861 ,10761 ,9958 ,20910 ,16943 ,6957 ,11344 ,4617 ,6495 ,3762 ,6298 ,2667 ,4592 ,855 ,2650 ,0 ,1148 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,406,충정로(경기대입구),19 ,0 ,923 ,227 ,1974 ,1392 ,5252 ,7469 ,6995 ,28626 ,3746 ,14992 ,2853 ,3438 ,3021 ,2913 ,3543 ,2626 ,3724 ,3298 ,4045 ,2929 ,4212 ,3071 ,4980 ,3334 ,11267 ,4456 ,25623 ,6663 ,7105 ,4849 ,3918 ,3170 ,3369 ,3021 ,1941 ,2319 ,677 ,1533 ,3 ,126 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,407,서대문,3 ,0 ,2505 ,1145 ,4972 ,11651 ,13919 ,49547 ,17892 ,120299 ,13123 ,35628 ,11067 ,14409 ,12432 ,10934 ,12564 ,10706 ,11944 ,14152 ,14897 ,11581 ,17915 ,10409 ,25271 ,9743 ,42687 ,13573 ,90969 ,17916 ,26324 ,11304 ,17462 ,7355 ,14113 ,6680 ,8138 ,4933 ,2394 ,3022 ,3 ,280 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,408,광화문(세종문화회관),4 ,0 ,811 ,608 ,2757 ,20079 ,7388 ,68672 ,10743 ,206326 ,9465 ,84909 ,9474 ,30677 ,13437 ,25888 ,16097 ,22752 ,20215 ,25509 ,24145 ,21468 ,29993 ,18881 ,40770 ,17725 ,79547 ,20241 ,163241 ,23436 ,61185 ,13078 ,40066 ,5821 ,37774 ,4553 ,19495 ,2754 ,5387 ,1976 ,1 ,142 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,409,종로3가,21 ,0 ,788 ,421 ,1620 ,4828 ,2495 ,12223 ,3293 ,33038 ,3327 ,26379 ,4472 ,19686 ,7254 ,18733 ,9664 ,17777 ,11370 ,18537 ,13665 ,17418 ,15973 ,15153 ,20547 ,14898 ,28954 ,14153 ,43729 ,15783 ,24124 ,8783 ,19274 ,4220 ,18002 ,3029 ,11856 ,1952 ,4679 ,1535 ,3 ,167 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,410,을지로4가,1 ,0 ,246 ,376 ,563 ,4753 ,964 ,13689 ,1625 ,37247 ,1930 ,18646 ,2834 ,10331 ,4073 ,8139 ,4856 ,6788 ,5515 ,6543 ,7087 ,6282 ,8293 ,5570 ,10110 ,4189 ,18376 ,3355 ,29814 ,3113 ,14383 ,1648 ,7436 ,857 ,5678 ,874 ,3111 ,469 ,1145 ,309 ,0 ,22 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,411,동대문역사문화공원(DDP),0 ,0 ,152 ,270 ,568 ,2422 ,649 ,8087 ,1219 ,26390 ,1026 ,9288 ,991 ,3089 ,1334 ,2095 ,1303 ,1860 ,1407 ,2026 ,2076 ,2038 ,2611 ,1763 ,3405 ,1685 ,8753 ,1879 ,17215 ,1709 ,7567 ,1131 ,3543 ,733 ,2659 ,691 ,1887 ,504 ,520 ,341 ,1 ,27 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,412,청구,0 ,0 ,1280 ,261 ,2695 ,1713 ,5887 ,3842 ,8637 ,13914 ,5249 ,6786 ,3814 ,3344 ,3704 ,2956 ,4177 ,3453 ,4377 ,3424 ,4373 ,3316 ,4500 ,3813 ,5506 ,4298 ,7099 ,5792 ,11958 ,8991 ,7205 ,6252 ,4231 ,3788 ,3512 ,3559 ,2275 ,3010 ,886 ,1926 ,3 ,105 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,413,신금호,15 ,0 ,2640 ,328 ,5924 ,2438 ,18027 ,7545 ,22425 ,10421 ,11470 ,5611 ,6813 ,4415 ,5800 ,4599 ,6161 ,5155 ,6378 ,5549 ,6068 ,5749 ,6012 ,7310 ,8313 ,8569 ,7886 ,12609 ,8411 ,20913 ,5756 ,14724 ,3900 ,8377 ,3158 ,7529 ,1834 ,5460 ,722 ,3549 ,2 ,283 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,5호선,414,행당,8 ,0 ,3424 ,658 ,9371 ,2406 ,26084 ,4651 ,35407 ,8102 ,16226 ,5563 ,9795 ,4539 ,8359 ,4938 ,8357 ,5897 ,8301 ,6492 ,7541 ,6847 ,7853 ,8214 ,7602 ,10308 ,8013 ,14894 ,8525 ,27077 ,5109 ,18654 ,3922 ,10158 ,3363 ,9716 ,2688 ,7249 ,731 ,3839 ,7 ,238 ,0 ,0 ,0 ,0 ,0 ,0 
