사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Sep-20,7호선,499,학동,"462,368","497,820","42,733","39,694"
Sep-20,7호선,500,논현,"394,979","431,983","38,110","37,606"
Sep-20,7호선,501,반포,"111,091","107,645","24,481","23,264"
Sep-20,7호선,502,고속터미널,"282,684","248,643","46,041","40,482"
Sep-20,7호선,503,내방,"270,521","274,730","47,880","45,851"
Sep-20,7호선,504,이수,"295,146","290,807","52,679","50,780"
Sep-20,7호선,505,남성,"209,359","190,209","48,929","48,736"
Sep-20,7호선,506,숭실대입구(살피재),"227,079","226,246","40,850","41,959"
Sep-20,7호선,507,상도,"198,103","188,495","40,686","39,099"
Sep-20,7호선,508,장승배기,"176,292","168,333","50,260","50,653"
Sep-20,7호선,509,신대방삼거리,"313,709","294,346","63,906","66,216"
Sep-20,7호선,510,보라매,"188,780","185,660","31,380","30,145"
Sep-20,7호선,511,신풍,"211,254","197,057","46,133","47,087"
Sep-20,7호선,512,대림(구로구청),"178,609","179,322","25,259","24,392"
Sep-20,7호선,513,남구로,"323,909","345,316","44,750","44,881"
Sep-20,7호선,514,가산디지털단지,"903,567","907,667","64,811","61,662"
Sep-20,7호선,515,철산,"416,589","425,256","70,249","70,079"
Sep-20,7호선,516,광명사거리,"429,769","421,290","116,589","120,961"
Sep-20,7호선,517,천왕,"197,509","184,102","40,791","40,026"
Sep-20,7호선,518,온수(성공회대입구),"209,073","192,481","30,147","28,756"
Sep-20,7호선,519,까치울,"150,755","145,108","20,653","20,906"
Sep-20,7호선,520,부천종합운동장,"86,800","73,976","14,135","14,022"
Sep-20,7호선,521,춘의,"192,929","189,806","24,492","23,648"
Sep-20,7호선,522,신중동,"276,061","275,630","37,459","35,872"
Sep-20,7호선,523,부천시청,"236,443","235,438","39,316","37,916"
Sep-20,7호선,524,상동,"241,307","251,077","34,768","34,762"
Sep-20,7호선,525,삼산체육관,"86,222","77,309","16,545","16,219"
Sep-20,7호선,526,굴포천,"169,377","177,566","24,543","24,955"
Sep-20,7호선,527,부평구청,"235,181","193,317","21,730","18,863"
Sep-20,8호선,528,암사,"346,089","300,557","74,566","73,615"
Sep-20,8호선,529,천호(풍납토성),"295,805","343,383","60,444","56,605"
Sep-20,8호선,530,강동구청,"181,807","190,380","44,191","44,841"
Sep-20,8호선,531,몽촌토성(평화의문),"98,637","103,848","21,445","20,449"
Sep-20,8호선,532,잠실(송파구청),"257,533","297,279","45,274","43,117"
Sep-20,8호선,533,석촌,"132,098","155,982","35,071","36,836"
Sep-20,8호선,534,송파,"146,142","142,874","38,081","37,859"
Sep-20,8호선,535,가락시장,"130,201","150,156","53,367","55,918"
Sep-20,8호선,536,문정,"404,367","424,988","41,173","40,955"
Sep-20,8호선,537,장지,"332,256","325,280","52,224","49,938"
Sep-20,8호선,538,복정,"193,498","167,489","30,631","28,072"
Sep-20,8호선,539,산성,"124,974","121,239","30,922","34,083"
Sep-20,8호선,540,남한산성입구(성남법원.검찰청),"245,110","219,861","60,228","58,073"
Sep-20,8호선,541,단대오거리,"176,048","166,678","50,428","48,197"
Sep-20,8호선,542,신흥,"73,620","78,687","29,303","30,688"
Sep-20,8호선,543,수진,"84,283","74,601","32,189","31,905"
Sep-20,8호선,544,모란,"62,291","48,007","40,874","31,443"
Sep-20,9호선,601,개화,"48,262","35,542","10,524","8,942"
Sep-20,9호선,602,김포공항,"153,075","224,445","12,122","14,150"
Sep-20,9호선,603,공항시장,"47,161","51,442","17,590","19,183"
Sep-20,9호선,604,신방화,"117,114","113,049","31,927","31,784"
Sep-20,9호선,605,마곡나루(서울식물원),"207,181","208,616","18,658","18,092"
Sep-20,9호선,606,양천향교,"169,114","172,827","32,455","32,163"
Sep-20,9호선,607,가양,"353,358","342,966","92,444","90,135"
Sep-20,9호선,608,증미,"126,718","126,941","33,630","34,138"
Sep-20,9호선,609,등촌,"176,658","172,788","58,325","59,233"
Sep-20,9호선,610,염창,"322,664","313,643","49,284","48,576"
Sep-20,9호선,611,신목동,"68,269","60,736","13,840","13,040"
Sep-20,9호선,612,선유도,"140,727","136,946","18,319","17,624"
Sep-20,9호선,613,당산,"345,741","340,572","44,649","40,623"
Sep-20,9호선,614,국회의사당,"286,370","293,634","28,592","24,834"
Sep-20,9호선,615,여의도,"438,847","424,358","28,900","26,507"
Sep-20,9호선,616,샛강,"94,178","99,745","16,666","16,269"
Sep-20,9호선,617,노량진,"464,306","455,310","69,187","69,707"
Sep-20,9호선,618,노들,"77,684","65,207","22,802","20,874"
Sep-20,9호선,619,흑석(중앙대입구),"134,840","140,806","37,322","37,441"
Sep-20,9호선,620,동작(현충원),"32,750","25,431","6,916","5,803"
Sep-20,9호선,621,구반포,"43,219","44,918","14,357","14,547"
Sep-20,9호선,622,신반포,"48,932","48,783","12,583","12,425"
Sep-20,9호선,623,고속터미널,"215,759","294,445","35,050","40,020"
Sep-20,9호선,624,사평,"52,430","50,917","12,028","12,230"
Sep-20,9호선,625,신논현,"599,905","606,781","42,277","39,119"
Sep-20,공항철도 1호선,639,서울역,"127,852","120,137","21,629","19,945"
Sep-20,공항철도 1호선,640,공덕,"41,456","52,138","4,736","5,393"
Sep-20,공항철도 1호선,641,홍대입구,"175,241","175,507","12,021","11,468"
Sep-20,공항철도 1호선,642,디지털미디어시티,"251,648","228,016","15,680","14,558"
Sep-20,공항철도 1호선,643,마곡나루(서울식물원),"143,576","135,549","7,975","7,866"
Sep-20,공항철도 1호선,644,김포공항,"208,899","128,304","13,348","9,431"
Sep-20,공항철도 1호선,645,계양,"188,788","174,201","18,415","17,302"
Sep-20,공항철도 1호선,646,검암,"147,686","146,458","13,311","13,559"
Sep-20,공항철도 1호선,647,청라국제도시,"129,337","120,989","8,116","7,954"
Sep-20,공항철도 1호선,648,운서,"125,239","124,033","18,529","18,476"
Sep-20,공항철도 1호선,649,공항화물청사,"47,287","52,689","7,398","7,494"
Sep-20,공항철도 1호선,650,인천공항1터미널,"76,127","80,564","11,084","11,139"
Sep-20,공항철도 1호선,651,인천공항2터미널,"43,375","40,907","4,796","4,333"
Sep-20,공항철도 1호선,652,영종,"52,452","53,507","13,530","13,577"
Sep-20,9호선2~3단계,626,언주,"187,049","187,455","18,717","18,391"
Sep-20,9호선2~3단계,627,선정릉,"178,835","191,714","15,052","15,437"
Sep-20,9호선2~3단계,628,삼성중앙,"120,928","125,373","15,573","15,070"
Sep-20,9호선2~3단계,629,봉은사,"283,074","285,946","26,204","24,684"
Sep-20,9호선2~3단계,630,종합운동장,"74,731","72,940","11,324","10,546"
Sep-20,9호선2~3단계,631,삼전,"117,387","113,584","23,805","23,270"
Sep-20,9호선2~3단계,632,석촌고분,"99,749","97,641","21,718","21,530"
Sep-20,9호선2~3단계,633,석촌,"144,983","126,232","21,085","18,561"
Sep-20,9호선2~3단계,634,송파나루,"76,489","80,881","16,967","17,485"
Sep-20,9호선2~3단계,635,한성백제,"41,496","36,725","9,686","8,887"
Sep-20,9호선2~3단계,636,올림픽공원(한국체대),"105,645","104,431","13,399","13,460"
Sep-20,9호선2~3단계,637,둔촌오륜,"18,415","16,355","4,072","4,121"
Sep-20,9호선2~3단계,638,중앙보훈병원,"144,872","122,838","55,021","54,542"
Sep-20,우이신설선,696,북한산우이,"43,417","39,325","26,078","27,508"
Sep-20,우이신설선,697,솔밭공원,"32,745","30,529","21,576","22,694"
Sep-20,우이신설선,698,4.19민주묘지,"37,894","37,524","27,137","24,332"
Sep-20,우이신설선,699,가오리,"56,883","54,748","32,940","34,259"
Sep-20,우이신설선,700,화계,"45,914","41,041","29,784","30,133"
Sep-20,우이신설선,701,삼양,"25,449","26,815","20,365","22,668"
Sep-20,우이신설선,702,삼양사거리,"28,146","28,819","27,034","27,742"
Sep-20,우이신설선,703,솔샘,"95,595","86,303","26,979","27,811"
Sep-20,우이신설선,704,북한산보국문,"99,639","91,881","30,094","30,726"
Sep-20,우이신설선,705,정릉,"66,493","60,047","33,930","31,834"
Sep-20,우이신설선,706,성신여대입구(돈암),"46,336","54,482","21,089","20,451"
Sep-20,우이신설선,707,보문,"22,872","22,644","11,509","11,968"
Sep-20,우이신설선,708,신설동,"30,836","31,742","19,293","17,142"
